[7.557347635540505e-11, 7.425287252253607e-11, 7.45239669218512e-11, 7.348282421753175e-11, 7.620791837143608e-11, 7.470858512038092e-11, 7.49477408578104e-11, 7.654922865425627e-11]
[7.633010974672978e-11, 7.860197446627275e-11, 7.997090815867699e-11, 7.251470848716741e-11, 7.424557377449361e-11, 7.531388606354814e-11, 6.917066989522357e-11, 6.983719927625693e-11]
[5.82494687005779e-11, 7.497632932201568e-11, 6.031110710715868e-11, 5.573844847568615e-11, 5.993513708586714e-11, 7.156562138966785e-11, 5.3106733191093565e-11, 6.026444505599107e-11]
[8.375314986052485e-11, 6.945812512509573e-11, 6.164459775340329e-11, 5.813546217318038e-11, 7.28347464007477e-11, 6.040309493093326e-11, 7.073470250897278e-11, 7.193582047471005e-11]
[8.192837912062221e-11, 6.538895523289206e-11, 6.952089414274242e-11, 6.637539931123179e-11, 5.857531067286109e-11, 6.285499406476524e-11, 5.949589597116992e-11, 5.3921652397307725e-11]
[6.53881863873462e-11, 6.481450328738434e-11, 7.074586518175764e-11, 6.899471465585814e-11, 7.204520379098309e-11, 5.7863706349872385e-11, 5.622818031750731e-11, 5.7062949962064584e-11]
[8.162961188011036e-11, 7.110162156910219e-11, 7.29572940519059e-11, 6.812759990098784e-11, 6.313479211473164e-11, 5.83639657603497e-11, 5.681070225128135e-11, 6.086973728899947e-11]
[6.807988749848126e-11, 6.575565322439437e-11, 7.299780207095702e-11, 6.949839321009497e-11, 7.120213304608542e-11, 6.428975958675333e-11, 5.683803283121487e-11, 6.828447552553351e-11]
[5.567531169126956e-11, 6.105578197326256e-11, 8.260250894840147e-11, 7.14511094105954e-11, 7.127492585816097e-11, 7.994628165486157e-11, 7.095113606911961e-11, 6.944252328994022e-11]
[6.209695651479293e-11, 6.061561518479423e-11, 6.265593921672718e-11, 7.286096553737675e-11, 6.592355715594988e-11, 7.601414297595558e-11, 7.827223338252415e-11, 7.789275202927286e-11]
[5.8910371411191e-11, 6.25863333230729e-11, 6.480071295777457e-11, 7.502771472713177e-11, 7.692572599013534e-11, 7.104586957986736e-11, 6.472749841387347e-11, 6.319552152846532e-11]
[7.901512535960365e-11, 6.796935871302702e-11, 6.47007229049651e-11, 7.617232641973748e-11, 6.320199951682812e-11, 6.359951971424292e-11, 5.418886008859391e-11, 5.441949766709887e-11]
[8.184027817955344e-11, 5.879477872146286e-11, 5.326464041956689e-11, 5.993834320299244e-11, 7.160516365698792e-11, 6.750845834032922e-11, 6.881338102054683e-11, 6.874369022307666e-11]
[7.375880215473156e-11, 6.812068010120411e-11, 5.342991155136389e-11, 5.957857043215324e-11, 5.4595398035917394e-11, 5.3728984158764374e-11, 5.756511107163997e-11, 4.8440688993321777e-11]
[5.800633626006712e-11, 5.6093724487185174e-11, 6.558942968696099e-11, 6.837184147362443e-11, 6.761465665261615e-11, 5.7799225053170745e-11, 5.827835693107771e-11, 7.075127443242127e-11]
[7.941353450119641e-11, 7.761623459987953e-11, 7.272698580103042e-11, 7.012705851866569e-11, 7.373390729852817e-11, 7.322388730220864e-11, 7.544006410547641e-11, 7.933206112261614e-11]
[7.318222633162738e-11, 7.585600427360553e-11, 7.585600427603836e-11, 7.31822263344486e-11, 6.937833294399726e-11, 6.937833294235779e-11, 7.638019384470613e-11, 7.638019384154542e-11]
[5.208028738854734e-11, 5.986466288213974e-11, 5.785519461999261e-11, 5.614980809022896e-11, 5.624354989870323e-11, 7.726800867113561e-11, 6.980901923758659e-11, 7.117324954094415e-11]
[8.387401981265828e-11, 6.659920319680428e-11, 7.506313484990837e-11, 7.329903176996119e-11, 6.408831310395418e-11, 7.362117245879918e-11, 7.587602401947433e-11, 7.630229479240235e-11]
[7.508824348117239e-11, 8.011232743246886e-11, 7.637261954008205e-11, 7.472065472687299e-11, 7.409253616499157e-11, 7.804498701603978e-11, 6.640859859280845e-11, 7.280852298234097e-11]
[7.991062638320613e-11, 7.602058298464535e-11, 7.877407277434825e-11, 7.369170293551384e-11, 7.712151055647315e-11, 7.61184738933424e-11, 8.222951688593618e-11, 8.433359514401856e-11]
[6.139390381454631e-11, 5.605691049515467e-11, 4.955111539984254e-11, 6.180767125013772e-11, 6.182133693963407e-11, 6.558038041155962e-11, 7.07080700860951e-11, 8.204820591233523e-11]
[7.510465162369308e-11, 7.660550812183647e-11, 7.42970958625223e-11, 7.743284189364915e-11, 7.471742295548361e-11, 7.027465092018075e-11, 7.672632704517173e-11, 7.166571764759354e-11]
[6.014487187215126e-11, 6.066662675097904e-11, 6.149184063344053e-11, 6.070844438328323e-11, 7.171714252887425e-11, 7.740239956093182e-11, 7.67322285792468e-11, 7.698554323358796e-11]
[7.217762815323966e-11, 7.190933347761019e-11, 7.064025289663522e-11, 6.460460167220552e-11, 7.486186508111595e-11, 5.311634672052434e-11, 6.387629723545672e-11, 8.23871776756722e-11]
[5.450211306693494e-11, 4.844058247713815e-11, 5.7436034128175044e-11, 6.921647195687482e-11, 5.962803445537775e-11, 7.645471170216034e-11, 5.178690233021102e-11, 5.1827163856983285e-11]
[7.957727702460041e-11, 5.09456222200621e-11, 5.796385588401964e-11, 5.226415798061356e-11, 6.088245563660421e-11, 6.345970192906026e-11, 5.381612117578134e-11, 5.076846556657428e-11]
[5.805729072862259e-11, 7.742179186600261e-11, 6.270624425886092e-11, 6.810562922044818e-11, 7.33430951004133e-11, 6.118499634967807e-11, 5.7938339505814715e-11, 7.78947766670215e-11]
[6.997747706734743e-11, 7.169899187482464e-11, 6.978251940229282e-11, 7.381597830125431e-11, 7.290458726970977e-11, 7.279236008603794e-11, 7.006582785681742e-11, 6.817652215714417e-11]
[5.93734738483078e-11, 6.022590223604918e-11, 7.28134573153547e-11, 6.136441342338185e-11, 5.907507353061078e-11, 6.223643041400147e-11, 5.4258788647724864e-11, 8.349099078931772e-11]
[7.91931465300623e-11, 7.606953160420406e-11, 7.433908843680808e-11, 7.437968467291828e-11, 7.023504182660573e-11, 7.836197310091188e-11, 7.511887365651637e-11, 7.788234392002022e-11]
[5.856921800860613e-11, 5.659214788705214e-11, 6.068861837110147e-11, 6.489814092187548e-11, 5.851135452527343e-11, 5.243190718238305e-11, 5.5638868155062205e-11, 6.490001149509505e-11]
[6.828684119820445e-11, 6.274740760120554e-11, 5.197491844282491e-11, 5.6610143317544405e-11, 6.041427707521832e-11, 5.951084441130168e-11, 5.2413126211860695e-11, 4.831655594387339e-11]
[7.803993361627847e-11, 7.108403956281369e-11, 7.791469075383851e-11, 7.174729604207277e-11, 7.243242413159144e-11, 6.254697951639456e-11, 6.265357463811108e-11, 6.801214849583404e-11]
[6.400622514360421e-11, 6.634167439833792e-11, 5.961182961391975e-11, 5.681833237390841e-11, 7.694305823840626e-11, 5.3840916151436224e-11, 7.937495716117108e-11, 5.551060043615933e-11]
[6.726335022131662e-11, 6.066069257421502e-11, 5.456345840684292e-11, 6.686404853403045e-11, 7.014720859522847e-11, 5.643299725785398e-11, 7.455292027352121e-11, 7.616559335581788e-11]
[5.412804113329651e-11, 6.381744841893275e-11, 6.381744843201321e-11, 7.190595815186008e-11, 7.409595668988472e-11, 7.190595814814067e-11, 7.058426852588456e-11, 7.409595668726414e-11]
[7.661466376025156e-11, 6.559281416496057e-11, 7.461200766468216e-11, 6.957061614637884e-11, 7.253436957616254e-11, 6.987817589554693e-11, 7.250096999688521e-11, 7.253749016080977e-11]
[7.971833216946699e-11, 7.53942721356094e-11, 6.657216398728332e-11, 6.05328467915753e-11, 6.346838455860079e-11, 6.958801588097501e-11, 7.547604384542564e-11, 6.80523841144781e-11]
[8.396114701448535e-11, 7.468936992604505e-11, 7.558199780052952e-11, 7.428740323900302e-11, 6.72763292980725e-11, 7.298079413156165e-11, 6.495435587361672e-11, 8.391182116072349e-11]
[7.612830228030508e-11, 7.47998727676035e-11, 7.595451040990815e-11, 7.519058458240583e-11, 7.740915933868014e-11, 7.626880665244626e-11, 8.388255288358559e-11, 7.61762651330055e-11]
[6.451406704188943e-11, 7.249339089853469e-11, 7.360688471530367e-11, 7.185224203841861e-11, 6.580765309890306e-11, 7.319535539481818e-11, 7.477703069016227e-11, 7.760058555778331e-11]
[5.761997168914062e-11, 8.171310048402949e-11, 6.047513369321067e-11, 6.030570338355382e-11, 6.813963321263988e-11, 7.215398867941028e-11, 7.227523013622664e-11, 5.989641891281612e-11]
[6.864208654596353e-11, 7.536349249113955e-11, 6.935304142656928e-11, 6.368980747600216e-11, 6.269221888392588e-11, 6.629975973580973e-11, 7.923698837658293e-11, 8.233368662654013e-11]
[5.2080910283853985e-11, 4.839675342338788e-11, 6.180808181861402e-11, 5.952241428283023e-11, 6.337239293422804e-11, 5.386377520763764e-11, 5.714397611019654e-11, 6.69055746915006e-11]
[6.886319353895781e-11, 7.388862734303115e-11, 7.392455222340422e-11, 7.156985444523265e-11, 7.287444309161049e-11, 7.337810105426992e-11, 7.22337439826343e-11, 7.159450423050729e-11]
[5.1662575914937224e-11, 5.209991835410191e-11, 7.647310480367094e-11, 6.37692242650942e-11, 5.498581856370683e-11, 6.584279398950981e-11, 7.97574922604687e-11, 5.039897368277913e-11]
[8.234568778109987e-11, 7.169714847990175e-11, 7.156886501916293e-11, 7.32318751038361e-11, 7.318546607524401e-11, 6.420618038961969e-11, 6.40256094319102e-11, 5.4997099574917296e-11]
[6.849736066391723e-11, 6.945783978555476e-11, 6.96413140687583e-11, 7.30089864647463e-11, 6.639901816796824e-11, 5.781640068851e-11, 7.983235214335495e-11, 5.80065978122124e-11]
[7.462518350472229e-11, 6.890094385402368e-11, 7.4028874233916e-11, 6.856152112111001e-11, 7.158619153091405e-11, 7.416388964352331e-11, 6.868487160806231e-11, 8.052883275014083e-11]
[7.873448529977247e-11, 7.817418247266713e-11, 7.47189992926172e-11, 7.641424520321991e-11, 7.334856646225351e-11, 7.884595582431919e-11, 7.37489542058573e-11, 7.525571972228295e-11]
[7.491294190841598e-11, 5.7402472572311715e-11, 7.454629169377206e-11, 5.616836850189203e-11, 5.788566772161578e-11, 5.7470015413255245e-11, 5.755893762969089e-11, 5.253919665215954e-11]
[7.11086209051659e-11, 6.211536373725977e-11, 7.515332630251918e-11, 7.496178731283014e-11, 7.110412908130481e-11, 7.725970568022136e-11, 7.368552443435083e-11, 7.379643770569589e-11]
[7.059277874866931e-11, 6.118088233372747e-11, 6.255411874294822e-11, 7.059277875381272e-11, 6.118088232973257e-11, 7.713606514513574e-11, 6.255411874804841e-11, 8.404524637475806e-11]
[7.419918919931651e-11, 6.852658414530324e-11, 7.362606007622045e-11, 7.841861043827252e-11, 7.421998932137326e-11, 6.866714740984434e-11, 7.467914821205472e-11, 6.886960045630605e-11]
[7.991143259431652e-11, 6.213341240083583e-11, 6.984418293722188e-11, 5.495526832354971e-11, 6.547333885876256e-11, 7.144507995986578e-11, 6.867365737707117e-11, 5.802533259887668e-11]
[6.305326599794423e-11, 5.607597665269816e-11, 5.7570296445804116e-11, 6.945083639291855e-11, 6.386746689759631e-11, 7.243629610629651e-11, 6.262129552095543e-11, 7.947507456986893e-11]
[7.670914472839456e-11, 7.979954150840087e-11, 5.414345777790086e-11, 6.222388887468271e-11, 6.287207848748276e-11, 5.1835669222431555e-11, 6.002094597310192e-11, 5.7907829364562637e-11]
[6.935919931397809e-11, 7.077656921333561e-11, 7.181157373320949e-11, 7.411201946255632e-11, 7.975671953272272e-11, 7.136875396017341e-11, 6.359160556669755e-11, 5.983633069342265e-11]
[7.092226377569965e-11, 7.108856339112294e-11, 7.918146966629055e-11, 6.985525173660793e-11, 7.123642429408769e-11, 6.071985549113855e-11, 5.855843754460797e-11, 5.7763300736004224e-11]
[7.842889338437299e-11, 5.870938614434809e-11, 7.07305745470368e-11, 7.220482047189568e-11, 5.675368867154992e-11, 7.103539383042037e-11, 7.249937664264611e-11, 6.246119995505608e-11]
[7.642057490374886e-11, 7.646392217678203e-11, 7.742985359273092e-11, 7.801483402108814e-11, 7.602213313492197e-11, 7.801806718828472e-11, 7.584596569548194e-11, 7.908796794759946e-11]
