[4.248480762639512e-11, 4.857996420258108e-11, 7.788941332850785e-11, 4.8218867444621613e-11, 7.202956431296673e-11, 7.205162641208323e-11, 5.5660285911920356e-11, 7.238717264467083e-11, 5.972506287428597e-11, 5.6933769700698146e-11, 6.25420930844726e-11, 7.252919712425993e-11, 5.135010772181591e-11, 5.4402638872139855e-11, 5.981424956088451e-11, 4.629937036708032e-11, 6.354540199411017e-11, 7.621930517596439e-11]
[4.367870402218328e-11, 4.214961807920104e-11, 5.544951261112269e-11, 4.5698886573587126e-11, 5.108800508030831e-11, 4.888145998045491e-11, 4.960525935963083e-11, 5.767648173160852e-11, 4.476688921309824e-11, 5.023461940981143e-11, 7.001116081381027e-11, 6.737633287705162e-11, 7.112374761506121e-11, 6.446662943287097e-11, 7.286782663183823e-11, 7.515458418073686e-11, 6.566583397582005e-11, 7.216165945876447e-11]
[6.781631107390686e-11, 7.555409580441688e-11, 7.301472179002935e-11, 7.184213425585105e-11, 6.771348445022917e-11, 6.601911236570545e-11, 5.3221877715314654e-11, 5.275203314649535e-11, 4.5524086919551104e-11, 4.4888420302735146e-11, 4.365776923622774e-11, 4.661560950963914e-11, 4.869744809536863e-11, 5.0963232539705754e-11, 5.497751413464047e-11, 4.132265195578251e-11, 4.640216988891103e-11, 5.2450379963134916e-11]
[6.977772258883969e-11, 7.419523268663358e-11, 7.006619793564053e-11, 6.951477041542616e-11, 6.940153618933821e-11, 7.501683725668618e-11, 7.128850621126733e-11, 7.362287737916849e-11, 6.661080525824763e-11, 7.037223437823313e-11, 7.238374402201751e-11, 7.155757457801913e-11, 5.759276772383598e-11, 7.140409335444995e-11, 7.283524078398834e-11, 6.080453927713768e-11, 7.148964083887298e-11, 7.28781553970609e-11]
[8.079144549665788e-11, 7.661693473698858e-11, 6.105393394023757e-11, 5.907914700784265e-11, 7.057961808545341e-11, 6.375186969953084e-11, 6.576788101139759e-11, 6.944050801734279e-11, 7.059044212943245e-11, 6.676954801344354e-11, 6.964185381793111e-11, 6.81979207430944e-11, 5.889467455382956e-11, 6.453693601670833e-11, 6.306323158108395e-11, 6.201731794885766e-11, 5.981295693174962e-11, 5.607059347592686e-11]
[7.490318084160775e-11, 6.893266038528241e-11, 5.743255036772378e-11, 5.994330793413601e-11, 6.510367720879061e-11, 6.846204305480313e-11, 4.998851576727714e-11, 5.331933090835004e-11, 5.6008231148853473e-11, 5.598131175093403e-11, 5.964914759101632e-11, 6.025179425026856e-11, 5.28349118085836e-11, 5.95877034014924e-11, 5.400587764388886e-11, 5.848561895504773e-11, 5.361462476238051e-11, 4.665680581866062e-11]
[5.842072660483365e-11, 5.44299660026481e-11, 5.263771066813511e-11, 5.859501507038593e-11, 5.606720409269391e-11, 5.6348531435962365e-11, 7.160902101028029e-11, 6.227110187362203e-11, 6.914237693180334e-11, 6.175924723191033e-11, 5.251675034866159e-11, 5.742124146657619e-11, 5.230915602626795e-11, 5.2994466321913384e-11, 4.806952246874457e-11, 4.935810672569649e-11, 5.2729762878736635e-11, 4.6976200769734605e-11]
[5.3891744976568287e-11, 5.4987401600960126e-11, 4.766147090419191e-11, 4.522348999670443e-11, 5.329996760053852e-11, 7.260222910517141e-11, 4.560027156558104e-11, 4.610438386012377e-11, 3.738223212067832e-11, 4.490538551181829e-11, 4.922028641474144e-11, 4.726588364368715e-11, 4.305938367598181e-11, 6.025318807322403e-11, 4.644424111005964e-11, 5.287480933564803e-11, 6.092664622473636e-11, 5.489548122443559e-11]
[6.138264204005397e-11, 6.397513244731386e-11, 7.229881188344293e-11, 6.714456318062236e-11, 5.802990508247182e-11, 7.616815487602696e-11, 6.080199166727462e-11, 5.251274746518604e-11, 5.190215861121973e-11, 7.595975003186587e-11, 5.6600084676169034e-11, 5.2141312157435174e-11, 5.249181934271135e-11, 4.337795200086233e-11, 4.985296908665918e-11, 5.0551860925080757e-11, 4.900147658208424e-11, 3.6129274045848744e-11]
[7.931552182321172e-11, 5.1690810605009814e-11, 6.772695641278723e-11, 5.992591517192625e-11, 5.0491947213734395e-11, 5.245744564537778e-11, 5.301671651567131e-11, 5.687272577729845e-11, 5.6635212949359706e-11, 5.127537948755925e-11, 5.0230841474987734e-11, 6.357180973452356e-11, 5.723056070983917e-11, 5.597023043355941e-11, 5.268739470131725e-11, 5.786441229029626e-11, 5.984329365960813e-11, 6.071719145014956e-11]
[7.4488580068365e-11, 7.235563167973107e-11, 4.112578773575484e-11, 4.538986372810639e-11, 4.1822756592496915e-11, 6.689158807804324e-11, 6.35670972552494e-11, 5.173131003092982e-11, 5.079249730068518e-11, 7.096493803542764e-11, 6.998641640329618e-11, 4.564843705671106e-11, 4.3443751039821335e-11, 7.185617629207978e-11, 4.516400290054674e-11, 4.0837915908049954e-11, 7.229816288786192e-11, 6.914103748620599e-11]
[6.072028685152766e-11, 6.311096842599337e-11, 6.577715269588513e-11, 6.88240941057129e-11, 6.963204021325415e-11, 6.283764147278187e-11, 5.863111719738834e-11, 6.24103084880664e-11, 6.791937114099763e-11, 5.92798267822328e-11, 6.332646717843039e-11, 6.350511789358154e-11, 6.690318989768898e-11, 6.4117174641629e-11, 7.249045464293973e-11, 6.413323104462359e-11, 7.113575939515084e-11, 7.322663589956061e-11]
