[6.868409877387622e-11, 7.074903488188188e-11, 7.146108838751641e-11, 7.18957673218248e-11, 6.885768578140473e-11, 7.10808661371026e-11, 7.365918258898658e-11, 7.451653296361344e-11, 7.12219056819981e-11, 7.372378688664185e-11, 7.301191008289643e-11, 7.23343649651996e-11]
[5.276949081266956e-11, 5.084974119980207e-11, 5.01131238435379e-11, 5.280533256937868e-11, 5.2877518336985773e-11, 5.4540162420514367e-11, 6.012340742719507e-11, 6.865647119269375e-11, 6.845371755647688e-11, 6.135007283642918e-11, 8.238273682303606e-11, 6.793767493972187e-11]
[5.1472983234143606e-11, 4.8771295861915046e-11, 5.3336610407870134e-11, 5.1015271214097134e-11, 4.3219019939340355e-11, 6.193206515841718e-11, 4.9870188051919054e-11, 7.282214750932437e-11, 7.468288989640728e-11, 7.513141070758949e-11, 7.484565011875933e-11, 7.538277002006143e-11]
[6.349486000597493e-11, 7.066721623975655e-11, 5.2974236971048526e-11, 6.46950659927168e-11, 7.306102595295856e-11, 5.9524133714828e-11, 5.414641801111262e-11, 6.874403747357855e-11, 7.344267294352968e-11, 5.509657903762326e-11, 7.332901753613074e-11, 5.329264219282489e-11]
[4.760664758419118e-11, 4.83207354243599e-11, 4.771057866718e-11, 4.739954054185223e-11, 4.8179732028805934e-11, 4.9338773722292357e-11, 5.605298160906343e-11, 7.403223694455596e-11, 5.281505954645302e-11, 7.427786643228767e-11, 5.26428582693345e-11, 4.933168303401502e-11]
[5.286207743186512e-11, 7.337816801826011e-11, 7.562899873252965e-11, 5.588836970965468e-11, 5.964959142977461e-11, 7.262277326984729e-11, 5.814994114626618e-11, 5.775509990910465e-11, 7.369387501064536e-11, 7.320903428552362e-11, 6.568185872656232e-11, 7.478697002487643e-11]
[7.362798937113428e-11, 6.437416614364417e-11, 6.180846556027228e-11, 6.909356066733387e-11, 7.463674487918769e-11, 6.408103206191643e-11, 7.290861378188307e-11, 6.901338248185828e-11, 7.058692239809324e-11, 7.663223914009697e-11, 7.258145022648457e-11, 6.824520497236036e-11]
[5.4064242861229724e-11, 5.1193160271143926e-11, 5.417515339536762e-11, 5.7955307980196474e-11, 6.013344337787865e-11, 7.470237432836914e-11, 5.80718941410549e-11, 6.02545970074227e-11, 5.253517160116997e-11, 4.958351029295689e-11, 5.2574314226574613e-11, 7.419520428971799e-11]
[5.3490470021482495e-11, 5.27400108462808e-11, 5.3080710036718976e-11, 7.408840559896187e-11, 6.347917329819922e-11, 5.7298730248644956e-11, 7.51961928779588e-11, 7.264929554160514e-11, 7.118697985898612e-11, 5.36197301724412e-11, 7.463319344082863e-11, 5.207146467766617e-11]
[7.418270710210758e-11, 7.077547329171517e-11, 6.730914536749789e-11, 6.144175119406577e-11, 6.755913204330011e-11, 6.680244554502791e-11, 6.351266500923921e-11, 6.443485561876627e-11, 7.161593525964121e-11, 7.098467478321598e-11, 7.929924932894858e-11, 7.229047302965091e-11]
