[4.085737419447163e-11, 4.715840281463297e-11, 6.988555021685767e-11, 5.366324603785164e-11, 5.10527559878515e-11, 5.082512902626714e-11, 5.1123949260387796e-11, 7.006781913337207e-11, 5.7599818189920266e-11, 6.35151853272853e-11, 5.2305717137768884e-11, 5.388948663516243e-11, 6.795279067993752e-11, 6.60835096011464e-11, 7.07628033942086e-11, 5.7517802075686926e-11, 6.392652424720453e-11, 6.303471946955686e-11, 6.518099786766741e-11, 7.259492171161134e-11, 6.347619110999503e-11, 6.20393838200315e-11, 6.498520676635319e-11, 6.717038110050251e-11]
[6.609042301648101e-11, 7.589357502944856e-11, 5.6285237156364986e-11, 5.376213127324563e-11, 6.67732690631743e-11, 5.813317249303223e-11, 5.4560853535476415e-11, 6.375243468616009e-11, 6.634212619194174e-11, 6.510028001028657e-11, 5.948007960937434e-11, 6.222805999053507e-11, 6.586931123604534e-11, 6.550908030841529e-11, 7.165159047821276e-11, 5.966608832195094e-11, 5.182220060493696e-11, 5.229209468660826e-11, 5.177258125504709e-11, 5.657403217236178e-11, 6.589311888040112e-11, 4.67905969213221e-11, 4.8362730372635244e-11, 4.894357925101287e-11]
[6.125906265759335e-11, 5.166066959261968e-11, 7.407185470659958e-11, 6.488363208472837e-11, 5.704244419853134e-11, 5.259617988127777e-11, 4.9688639915624503e-11, 5.1293138243933146e-11, 7.249115822759682e-11, 5.4346591552627336e-11, 4.988529490272735e-11, 4.7366195624295504e-11, 4.71969818787414e-11, 4.8586082336864274e-11, 5.010292763995259e-11, 7.177307313286287e-11, 6.943662235403751e-11, 6.452812368760786e-11, 4.460410000623561e-11, 7.236108556760923e-11, 6.396909321286718e-11, 5.362455430966193e-11, 4.864985381583949e-11, 4.394272551321281e-11]
[5.7715504363253566e-11, 5.772662638375196e-11, 4.093289222390732e-11, 3.520150562043483e-11, 4.982682151463404e-11, 4.380262696001172e-11, 4.464174816771333e-11, 5.608518894810138e-11, 4.294399993105745e-11, 4.4613250369325445e-11, 4.275998163425053e-11, 4.640961922859555e-11, 5.299189305475524e-11, 5.513636415352438e-11, 4.8253161614122426e-11, 4.2687603506002914e-11, 7.068922113462164e-11, 4.523049860760765e-11, 5.2835745006806896e-11, 4.201543041640867e-11, 7.55967771794796e-11, 4.603602559852714e-11, 4.1883606972891924e-11, 3.78058573301487e-11]
[7.568526932503832e-11, 7.53009924931523e-11, 7.84743580742957e-11, 7.205540732905627e-11, 7.042815015947715e-11, 7.189882015991278e-11, 6.946714212415579e-11, 5.985801007940579e-11, 7.170105596390032e-11, 5.7319878124004736e-11, 5.466390214465784e-11, 6.698206553166827e-11, 6.946411831301292e-11, 6.016989279801576e-11, 5.76105204270878e-11, 6.047703720991582e-11, 6.303514503876448e-11, 5.882086370242007e-11, 6.433496021323135e-11, 5.2691492891080654e-11, 6.31416727961763e-11, 6.620346974856349e-11, 5.98923831979088e-11, 5.706837189476767e-11]
[6.835236428293174e-11, 7.121300182754877e-11, 7.068910955790897e-11, 7.132888891554174e-11, 7.403652506892316e-11, 6.642808809637197e-11, 7.265856654839523e-11, 7.169738469405159e-11, 7.132914240889451e-11, 7.135326400349855e-11, 7.07085415391675e-11, 5.975663299681198e-11, 6.528930122606578e-11, 7.081769257438674e-11, 6.742876192170893e-11, 6.645586020993408e-11, 6.516027692283152e-11, 7.056548415981738e-11, 7.249338821882842e-11, 7.025124783302022e-11, 7.313889149388243e-11, 6.697434214274777e-11, 5.935305472896614e-11, 6.76975545313528e-11]
[4.837872079215346e-11, 5.639914344436091e-11, 5.3091910987528765e-11, 4.6507818689841376e-11, 5.648096572080582e-11, 6.721934387739496e-11, 6.836908075065471e-11, 6.889202619837155e-11, 5.177944479348338e-11, 6.760773265552886e-11, 4.783363794827501e-11, 4.8550104787884633e-11, 7.012341436043209e-11, 7.036463777049467e-11, 4.5434537471939226e-11, 4.6751751103790645e-11, 6.484416205214778e-11, 4.711090818657494e-11, 6.670781894751634e-11, 6.072818983606981e-11, 5.0023166415161824e-11, 3.975209935715792e-11, 3.8676148845494716e-11, 4.6036990948531134e-11]
[6.730755702265373e-11, 5.2933157284203133e-11, 5.4381891141741556e-11, 6.90535760244499e-11, 6.295584223571225e-11, 5.4674102986656756e-11, 4.9010024010399045e-11, 4.201891810272535e-11, 7.02166887530734e-11, 6.437954010058362e-11, 6.096129297264453e-11, 4.762675068776198e-11, 3.890975342493819e-11, 6.827672515376465e-11, 6.868405448697502e-11, 6.6853555416855e-11, 6.636757287479067e-11, 4.853892434781017e-11, 6.877099954709624e-11, 6.761255816047735e-11, 6.638152929266589e-11, 4.514367908626477e-11, 4.8862960335901783e-11, 3.9735230333362494e-11]
[6.869705740190729e-11, 7.026659883521358e-11, 6.889377477783354e-11, 4.0243924192392535e-11, 7.034815635457491e-11, 7.167763184768362e-11, 7.15740130046414e-11, 6.189670266240185e-11, 5.96805698629939e-11, 7.034571621715797e-11, 6.429111736500763e-11, 6.966604778231867e-11, 6.797158971182658e-11, 6.979343724226581e-11, 5.4291368730417285e-11, 6.11220553360421e-11, 6.925828170254022e-11, 6.937637252856908e-11, 6.767601948158854e-11, 5.4789964879870135e-11, 6.882677532394413e-11, 6.89523582299742e-11, 6.760542119773531e-11, 6.632035189087309e-11]
[5.7289521674422925e-11, 4.871625216944171e-11, 5.112936137536128e-11, 3.8756939283981794e-11, 5.967853209104653e-11, 6.795850233004966e-11, 5.4385743763845814e-11, 5.389826592561681e-11, 3.703216028120964e-11, 5.627743283553644e-11, 4.662575132921246e-11, 4.680637089493871e-11, 4.2971708225041496e-11, 6.197015837863984e-11, 7.157642474227548e-11, 4.270510231658002e-11, 4.3583850481306755e-11, 6.825695830878743e-11, 6.987610327578926e-11, 4.903788330013505e-11, 4.699791080660568e-11, 5.664286151056685e-11, 6.930724035734228e-11, 6.681111737028362e-11]
